Account Name,Opportunity Name,Stage,Close Date,Created Date,Type,Total ACV,Primary Campaign Source,Closed Lost Reason,Law Firm Practice Area,NumofLawyers
"Greer, Roberts and Johnson",Programmable eco-centric data-warehouse,Won,11/17/23,11/20/23,Upsell,2400.0,Check-in Call,,Class Actions; Product Liability; Railroad,83.0
"Jones, Odonnell and Edwards",Compatible client-driven initiative,Won,11/16/23,11/16/23,Upsell,2400.0,Check-in Call,,Appellate; Business Organizations; Government; Healthcare; Insurance; Other; Real Estate,12.0
Haynes PLC,Object-based modular architecture,Won,10/27/23,10/27/23,Upsell,2400.0,Check-in Call,,Energy; Environmental; Litigation; Municipal; Other,46.0
Martin-Cooley,Visionary leadingedge collaboration,Won,10/16/23,10/16/23,Upsell,2400.0,Check-in Call,,Appellate; Corporate & Securities; Healthcare; Immigration; Labor & Employment; Litigation; Real Estate; Tax; Trial & Appellate Litigation,110.0
"Kennedy, Larson and Thompson",Ergonomic 24hour complexity,Won,10/13/23,10/13/23,Upsell,2400.0,No Known Campaign Source,,Family; Litigation; Mergers & Acquisitions; Other; Venture Capital,43.0
"Brown, Lawrence and Rogers",Profound fresh-thinking software,Won,9/14/23,9/14/23,Upsell,2400.0,Check-in Call,,Appellate; Corporate & Securities; Healthcare; Immigration; Labor & Employment; Litigation; Real Estate; Tax; Trial & Appellate Litigation,110.0
"Nelson, Torres and Wright",Persevering next generation interface,Won,8/31/23,8/30/23,Upsell,2400.0,Check-in Call,,Commercial; Corporate & Securities; Corporate Governance; Insurance; Maritime; Municipal; Other; Transportation; Workers Compensation,38.0
Stone LLC,Diverse human-resource moderator,Won,8/21/23,8/21/23,Upsell,2400.0,Check-in Call,,Energy; Healthcare; Insurance; Litigation; Mergers & Acquisitions; Oil & Gas; Other; Real Estate,33.0
Jones-Gregory,User-friendly homogeneous standardization,Won,8/17/23,8/17/23,Upsell,2400.0,Check-in Call,,Arbitration,50.0
Jones Ltd,User-friendly uniform forecast,Won,8/7/23,8/7/23,Upsell,2400.0,No Known Campaign Source,,Construction; Insurance; Real Estate,48.0
Jimenez PLC,Customizable 6thgeneration Internet solution,Won,7/12/23,7/12/23,Upsell,2400.0,Cold Call,,Class Actions; Commercial; Construction; Environmental; Litigation; Maritime; Product Liability; Workers Compensation,16.0
Orr-Patterson,Seamless context-sensitive complexity,Won,6/30/23,6/29/23,Upsell,2400.0,Cold Call,,Appellate; Arbitration; Business Organizations; Commercial; Corporate & Securities; Corporate Governance; Elder Law; Family; Mediation; Mergers & Acquisitions; Other; Real Estate; Structured Finance; Tax; Trusts & Estates; Venture Capital,33.0
Mathews-Shelton,Front-line explicit monitoring,Won,6/29/23,6/29/23,Upsell,2400.0,No Known Campaign Source,,Business Organizations; Construction; Labor & Employment; Land Use & Zoning; Litigation; Nonprofit Organizations; Other; Real Estate; Trusts & Estates,19.0
Fox-Johnson,Organic web-enabled help-desk,Won,6/23/23,6/23/23,Upsell,2400.0,IGNITE-2023-registrants-013023,,Appellate; Commercial; Construction; Healthcare; Insurance; Legal Malpractice; Litigation; Malpractice; Medical Malpractice; Other; Product Liability; Professional Responsibility,22.0
Bush LLC,Phased modular installation,Won,6/7/23,6/7/23,Upsell,2400.0,No Known Campaign Source,,Arbitration; Commercial; Corporate Governance; Finance & Banking; Intellectual Property; Litigation; Mediation; Other; Real Estate; Tax; Water,8.0
Yang and Sons,Pre-emptive clear-thinking archive,Won,6/2/23,6/2/23,Upsell,2400.0,Check-in Call,,Appellate; Business Organizations; Government; Healthcare; Insurance; Other; Real Estate,12.0
"Wells, Hartman and Cervantes",Business-focused 3rdgeneration matrices,Won,9/20/23,6/2/23,Upsell,2400.0,No Known Campaign Source,,Cannibis; Education; Energy; Finance & Banking; Healthcare; Labor & Employment; Land Use & Zoning; Litigation; Other; Real Estate; Workers Compensation,90.0
Phillips and Sons,Progressive non-volatile product,Won,5/17/23,5/17/23,Upsell,2400.0,Check-in Call,,Construction; Contracts; Copyright; Insurance; Litigation; Other; Product Liability; Real Estate,9.0
Bush-Morales,Future-proofed well-modulated protocol,Won,5/16/23,5/16/23,Upsell,2400.0,No Known Campaign Source,,Construction; Corporate & Securities; Corporate Governance; Education; Environmental; Government; Labor & Employment; Land Use & Zoning; Litigation; Municipal; Other; Real Estate; Water,32.0
Decker LLC,Universal grid-enabled synergy,Won,5/10/23,5/10/23,Upsell,2400.0,Check-in Call,,Healthcare; Insurance; Mediation; Other,19.0
Watkins and Sons,Proactive next generation paradigm,Won,5/3/23,4/28/23,Upsell,2400.0,No Known Campaign Source,,Commercial; Construction; Criminal; Energy; Environmental; Insurance; Labor & Employment; Litigation; Natural Resources; Other; Professional Responsibility; Transportation,31.0
Mills Ltd,Decentralized tangible model,Won,4/6/23,4/6/23,Upsell,2400.0,No Known Campaign Source,,Construction; Corporate & Securities; Corporate Governance; Education; Environmental; Government; Labor & Employment; Land Use & Zoning; Litigation; Municipal; Other; Real Estate; Water,32.0
Collins Group,Virtual demand-driven policy,Won,3/21/23,3/21/23,Upsell,2400.0,No Known Campaign Source,,Insurance; Labor & Employment; Personal Injury; Real Estate,9.0
Holland-Fowler,Reactive holistic frame,Won,3/21/23,3/20/23,Upsell,2400.0,Cold Call,,Appellate; Arbitration; Business Organizations; Commercial; Corporate & Securities; Corporate Governance; Elder Law; Family; Mediation; Mergers & Acquisitions; Other; Real Estate; Structured Finance; Tax; Trusts & Estates; Venture Capital,33.0
Johnson-Garcia,Stand-alone background interface,Won,3/17/23,3/17/23,Upsell,2400.0,Check-in Call,,Commercial; Construction; Environmental; FDA; Financial Services Regulatory; Insurance; Intellectual Property; Labor & Employment; Maritime; Municipal; Other; Professional Responsibility; Real Estate,212.0
Quinn-Watson,Polarized holistic migration,Won,3/9/23,3/9/23,Upsell,2400.0,No Known Campaign Source,,Bankruptcy; Business Organizations; Commercial; Construction; Family; Other; Trusts & Estates,12.0
Nunez-Anderson,Front-line explicit approach,Won,3/3/23,3/1/23,Upsell,2400.0,Cold Call,,Appellate; Arbitration; Business Organizations; Commercial; Corporate & Securities; Corporate Governance; Elder Law; Family; Mediation; Mergers & Acquisitions; Other; Real Estate; Structured Finance; Tax; Trusts & Estates; Venture Capital,33.0
"Trujillo, Gross and Jones",Versatile disintermediate contingency,Won,1/11/23,7/18/22,Upsell,2892.0,No Known Campaign Source,,,439.0
Johnson Inc,Front-line interactive neural-net,Won,7/31/24,7/31/24,Upsell,3000.0,No Known Campaign Source,,Insurance; Intellectual Property,81.0
"Frost, Gutierrez and Lewis",Intuitive fault-tolerant array,Won,6/14/24,6/13/24,Upsell,3000.0,No Known Campaign Source,,Commercial; Litigation; Real Estate,23.0
Hunter and Sons,Open-architected executive implementation,Won,4/25/24,4/25/24,Upsell,3000.0,No Known Campaign Source,,Bankruptcy; Commercial; Corporate & Securities,63.0
"Riley, Gregory and Taylor",Centralized multi-state conglomeration,Won,4/22/24,4/22/24,Upsell,3000.0,No Known Campaign Source,,Commercial; Land Use & Zoning; Venture Capital,132.0
Tanner-Townsend,Devolved multi-state protocol,Won,1/18/24,1/18/24,Upsell,3000.0,No Known Campaign Source,,Commercial; Environmental; Native American; Trademark,80.0
Molina Group,Synergized methodical focus group,Won,1/12/24,1/12/24,Upsell,3000.0,No Known Campaign Source,,Government; Land Use & Zoning,33.0
Thompson-Moore,Persistent methodical knowledgebase,Won,11/10/23,11/10/23,Upsell,3000.0,No Known Campaign Source,,Corporate & Securities; Employee Benefits; Trusts & Estates,134.0
Wilson-Cooper,Diverse national info-mediaries,Won,9/25/23,9/21/23,Upsell,3000.0,No Known Campaign Source,,,42.0
Martin-Trevino,Open-architected clear-thinking hierarchy,Won,7/27/23,6/21/23,Upsell,3000.0,No Known Campaign Source,,Construction; Insurance; Real Estate,48.0
Solis-Jackson,Focused bi-directional Internet solution,Lost,1/30/23,7/18/22,Upsell,3000.0,No Known Campaign Source,Inertia (Provide Details),,39.0
"Duffy, Duran and Wilkins",Integrated leadingedge system engine,Lost,6/12/24,8/25/22,Upsell,3138.0,No Known Campaign Source,Inertia (Provide Details),,37.0
Henry-Martinez,Optional neutral emulation,Lost,3/13/24,2/12/24,Upsell,3225.0,No Known Campaign Source,Price (Provide Details),Corporate & Securities; Employee Benefits; Trusts & Estates,134.0
Hull and Sons,Secured multi-tasking application,Lost,6/12/24,10/27/22,Upsell,3252.96,No Known Campaign Source,Inertia (Provide Details),,151.0
Thompson-Aguilar,Multi-layered 5thgeneration array,Lost,6/12/24,8/25/22,Upsell,3500.04,No Known Campaign Source,Inertia (Provide Details),,37.0
Brown and Sons,Realigned directional matrix,Won,10/31/24,10/31/24,Upsell,3600.0,Cold Call,,Commercial; Insurance; Maritime; Other; Transportation; Trusts & Estates,53.0
Rush-Holden,Front-line well-modulated encoding,Won,10/28/24,10/28/24,Upsell,3600.0,Check-in Call,,Commercial; Construction; Insurance; Litigation; Other; Product Liability; Professional Responsibility; Real Estate,13.0
"Ramos, Barron and Johnson",Devolved reciprocal monitoring,Won,10/2/24,10/2/24,Upsell,3600.0,Cold Call,,Commercial; Corporate & Securities; Corporate Governance; Insurance; Maritime; Municipal; Other; Transportation; Workers Compensation,38.0
Jones Inc,Cross-platform executive customer loyalty,Won,9/4/24,9/4/24,Upsell,3600.0,Cold Call,,Appellate; Corporate & Securities; Healthcare; Immigration; Labor & Employment; Litigation; Real Estate; Tax; Trial & Appellate Litigation,110.0
"Boyer, Hooper and Padilla",Down-sized systemic challenge,Won,9/4/24,9/4/24,Upsell,3600.0,No Known Campaign Source,,Aviation; Corporate & Securities; FDA; Intellectual Property; Labor & Employment; Litigation; Media; Other; Real Estate,35.0
Williams Group,Cross-group client-server conglomeration,Won,8/20/24,8/20/24,Upsell,3600.0,Cold Call,,Commercial; Corporate & Securities; Corporate Governance; Insurance; Maritime; Municipal; Other; Transportation; Workers Compensation,38.0
Gordon Inc,Stand-alone contextually-based analyzer,Won,6/18/24,6/18/24,Upsell,3600.0,No Known Campaign Source,,Construction; Consumer Protection; Litigation; Other; Product Liability; Real Estate,19.0
Holmes LLC,Decentralized intangible workforce,Won,6/6/24,6/7/24,Upsell,3600.0,Cold Call,,Bankruptcy; Commercial; Construction; Corporate & Securities; Finance & Banking; Healthcare; Insurance; Intellectual Property; Labor & Employment; Mergers & Acquisitions; Oil & Gas; Other; Private & Hedge Funds; Real Estate; Tax; Trusts & Estates,88.0
Bernard Inc,Streamlined web-enabled encoding,Won,5/6/24,5/6/24,Upsell,3600.0,Cold Call,,Appellate; Commercial; Construction; Insurance; Labor & Employment; Legal Malpractice; Litigation; Medical Malpractice; Other; Product Liability; Real Estate; Transportation,29.0
"Scott, Weeks and Stevens",Realigned high-level intranet,Won,5/6/24,5/6/24,Upsell,3600.0,Cold Call,,Appellate; Business Organizations; Commercial; Commercial Transactions; Construction; Healthcare; Insurance; Litigation; Other; Product Liability; Transportation,27.0
Acosta LLC,Triple-buffered 4thgeneration pricing structure,Won,4/26/24,4/26/24,Upsell,3600.0,No Known Campaign Source,,Antitrust; Appellate; Bankruptcy; Construction; Environmental; Government; Immigration; Intellectual Property; Labor & Employment; Land Use & Zoning; Other; Real Estate; Sports; Trusts & Estates; Utilities,41.0
Duffy LLC,Ergonomic cohesive open architecture,Won,1/25/24,1/31/24,Upsell,3600.0,Cold Call,,Administrative,101.0
"Sanchez, Rivera and Hoover",Profound composite circuit,Won,1/17/24,1/17/24,Upsell,3600.0,No Known Campaign Source,,Appellate; Cannibis; Labor & Employment; Land Use & Zoning; Other; Public Policy,30.0
"Mitchell, Soto and Edwards",Fundamental fresh-thinking website,Won,11/7/23,11/7/23,Upsell,3600.0,Check-in Call,,Construction; Consumer Protection; Litigation; Other; Product Liability; Real Estate,19.0
"Barker, Montgomery and Murphy",Networked explicit task-force,Won,10/26/23,10/26/23,Upsell,3600.0,Check-in Call,,Administrative,101.0
Tapia-Mcdaniel,Multi-lateral empowering firmware,Won,10/19/23,10/19/23,Upsell,3600.0,Check-in Call,,Family; International; Mediation,50.0
Cowan LLC,Multi-channeled composite emulation,Won,10/17/23,10/13/23,Upsell,3600.0,No Known Campaign Source,,Family; International; Mediation,50.0
"Wiley, Jimenez and Rojas",De-engineered global superstructure,Won,10/11/23,10/11/23,Upsell,3600.0,Check-in Call,,Administrative,101.0
"Taylor, Taylor and Williams",Extended needs-based monitoring,Lost,6/13/24,6/13/23,Upsell,3600.0,No Known Campaign Source,Inertia (Provide Details),Construction; Insurance; Real Estate,48.0
Davis Inc,Balanced clear-thinking hardware,Won,6/6/23,6/6/23,Upsell,3600.0,No Known Campaign Source,,Construction; Insurance; Real Estate,48.0
Smith-Hickman,Optimized mobile interface,Won,6/4/23,6/4/23,Upsell,3600.0,Check-in Call,,Appellate; Corporate & Securities; Healthcare; Immigration; Labor & Employment; Litigation; Real Estate; Tax; Trial & Appellate Litigation,110.0
Logan PLC,Synergistic web-enabled architecture,Won,3/31/23,3/29/23,Upsell,3600.0,Check-in Call,,Bankruptcy; Business Organizations; Commercial; Construction; Corporate & Securities; Healthcare; Insurance; Intellectual Property; Litigation; Oil & Gas; Other; Professional Responsibility; Real Estate; Sports; Trusts & Estates,23.0
Guerra-Martinez,Configurable radical infrastructure,Won,10/30/23,10/30/23,Upsell,3780.0,Check-in Call,,Administrative; Bankruptcy; Business Organizations; Cannibis; Commercial; Commercial Transactions; Construction; Government; Labor & Employment; Land Use & Zoning; Trusts & Estates; Water,37.0
Shelton-Conrad,Front-line radical approach,Won,2/13/24,2/13/24,Upsell,3960.0,No Known Campaign Source,,Labor & Employment; Mergers & Acquisitions; Real Estate; Tax,76.0
Perez and Sons,Multi-layered actuating artificial intelligence,Won,10/20/23,10/19/23,Upsell,4080.0,No Known Campaign Source,,,125.0
Mendez and Sons,Implemented 3rdgeneration moderator,Won,9/7/23,8/31/23,Upsell,4500.0,No Known Campaign Source,,Finance & Banking; Public Finance; Tax,178.0
"Howard, Perkins and Paul",Ergonomic homogeneous synergy,Won,6/30/23,6/29/23,Upsell,4500.0,No Known Campaign Source,,Commercial; Environmental; Family,51.0
Warren-Porter,Switchable coherent artificial intelligence,Lost,5/8/24,7/19/22,Upsell,4620.96,No Known Campaign Source,Inertia (Provide Details),,42.0
"Duffy, Cox and Smith",Cross-group holistic productivity,Won,10/11/24,10/11/24,Upsell,4800.0,Check-in Call,,Business Organizations; Class Actions; Education; Other,37.0
"Cook, Oneill and Washington",Future-proofed bottom-line contingency,Won,9/3/24,9/3/24,Upsell,4800.0,Cold Call,,Appellate; Business Organizations; Commercial; Commercial Transactions; Construction; Healthcare; Insurance; Litigation; Other; Product Liability; Transportation,27.0
Ferguson Ltd,Universal foreground Graphic Interface,Won,7/25/24,7/25/24,Upsell,4800.0,No Known Campaign Source,,Commercial; Construction; Insurance; Litigation; Other; Product Liability; Professional Responsibility; Real Estate,13.0
"Olson, Fisher and Cisneros",Exclusive stable flexibility,Won,6/11/24,6/11/24,Upsell,4800.0,Cold Call,,Appellate; Corporate & Securities; Healthcare; Immigration; Labor & Employment; Litigation; Real Estate; Tax; Trial & Appellate Litigation,110.0
Robertson and Sons,Front-line secondary project,Won,6/6/24,6/7/24,Upsell,4800.0,Cold Call,,Appellate; Corporate & Securities; Healthcare; Immigration; Labor & Employment; Litigation; Real Estate; Tax; Trial & Appellate Litigation,110.0
Moore-West,Reduced disintermediate migration,Won,5/30/24,5/30/24,Upsell,4800.0,Cold Call,,Commercial; Corporate & Securities; Corporate Governance; Insurance; Maritime; Municipal; Other; Transportation; Workers Compensation,38.0
Watson-Murphy,Exclusive didactic architecture,Won,3/26/24,3/27/24,Upsell,4800.0,Cold Call,,Insurance,12.0
Lane and Sons,Distributed motivating info-mediaries,Won,2/20/24,2/21/24,Upsell,4800.0,Cold Call,,Appellate; Criminal; Family; Finance & Banking; Litigation; Mediation; Other; Personal Injury; Real Estate; Trusts & Estates; Workers Compensation,15.0
Sanders Group,Decentralized 24/7 product,Won,1/30/24,1/30/24,Upsell,4800.0,No Known Campaign Source,,Class Actions; Commercial; Construction; Litigation; Other; Personal Injury; Product Liability; Professional Responsibility; Transportation,14.0
"Dean, Garza and Haynes",Synergized holistic Local Area Network,Won,12/26/23,12/26/23,Upsell,4800.0,No Known Campaign Source,,Appellate; Business Organizations; Commercial; Construction; Corporate & Securities; Corporate Governance; Healthcare; Insurance; Intellectual Property; Labor & Employment; Litigation; Mergers & Acquisitions; Other; Real Estate; Venture Capital,35.0
"Mendoza, Marshall and Haley",Customer-focused demand-driven superstructure,Won,5/22/23,5/22/23,Upsell,4800.0,Check-in Call,,Appellate; Commercial; Construction; Insurance; Labor & Employment; Legal Malpractice; Litigation; Medical Malpractice; Other; Product Liability; Real Estate; Transportation,29.0
